Título,URL,Time Stamp,Fecha publicacion,,Imprescindible Residir,Funciones,Jornada,Experiencia,Tipo contrato,Salario,Alta Candidato,Acceso Empresas,Alta Empresa Gratis,Big Data,Idiomas,Formación Mínima,Nivel Profesional,CVs inscritos en el proceso,AdministradorProgramadorTécnico de Sistemas,Otras Provincias,AdministradorConsultor,Big DataInteligencia Artificial/Machine Learning,ComercialConsultor,Número de puestos,Incentivos,AdministradorRedesTécnico de Sistemas,Personas a cargo,Jefe de ProyectoTécnico de Gestión,Analista ProgramadorConsultorProgramador,Programador,Soporte Técnico,Consultor,Arquitecto TIC,Arquitecto TICDevOpsTécnico de Sistemas,Arquitecto TICDevOps,Técnico de Sistemas,Jefe de Equipo,+ Países,Info Otros Países,Diseño gráfico,Tester,Formador,AnalistaConsultor,Analista ProgramadorProgramador,HelpdeskTécnico Hardware,Analista,AnalistaBig Data,AnalistaAnalista ProgramadorProgramador,Analista ProgramadorInteligencia Artificial/Machine LearningProgramador,Analista ProgramadorBig DataIngenieros/Industria,Jefe de Proyecto,Jefe de EquipoJefe de Proyecto,RedesSoporte Técnico,AdministradorTécnico de Sistemas,HelpdeskRedesSoporte Técnico,Analista ProgramadorAnalista,Desarrollador MóvilProgramador,Ingenieros/Industria,CiberseguridadRedes,Jefe de EquipoProgramador,Arquitecto TICTécnico de Sistemas,Big DataConsultor,ElectrónicaProgramador,Ciberseguridad,ML GenIA,Salesforce,Tableau,Api First,LAN,Kibana,vmware,Api rest,microinformatica,Vue,network,javascript,spring,docker,sap,node.js,snowflake,Arquitectura distribuida hexagonal,colas,SonarSource,AsyncAPI,Appian,GCP,team management,SDK,ia,Oauth,data management,wifi,SAP TRM,Maven,doors,TestRail,postgresql,helpdesk,typo3,big data,azure,excel,sql server,TypeScript,marketing,soporte,etl,HyperV,Oracle,Java,symfony,software,Github,figma,salesforce,Scrum,SQL,api,AWS,One identity Safeguard,pmp,IA,Rust,TCP/IP,protobuf,Citrix,jenkins,redes,hp nonstop,data,scrum,iOS,CISSP,hana,UML,Duplo,aws,Mikrotik,SLA,SIEM,Python,HANA,VMWare,Node,lan,Terraform,scala,ESX,Inteligencia artificial,RTCP,.net,C++,copilot,HTML,pl/sql,Redes,OSS,ITIL,Typescript,QA,linux,Atlassian,Spring Framework,cloud,kubernetes,vpn,listas,mysql,PAM,OpenAPI,jira,Sonar,react native,kanban,gRPC,ongoing,HPE,gcp,Jira,git,Scala,Calypso,oracle,SAP,crm,typescript,arrays,Kubernetes,hashMaps sets.,sql,MOCKITO,Synapse,java,JavaScript,CI/CD,active directory,rest,SonarQube,DDD,estructura de datos,swagger,Mulesoft,BI,Windows,agile,itil,machine learning,chatgpt,OpenApi,Azure,UX,Databricks,ETL,HP Nonstop,JUnit,Kafka,dbt,ticketing,Datafactory,Swift,C,React,Spine 2D,php,WAN,fortinet,cisco,pilas,N8N,Mongodb,shadowbase,Linux,Spring,confluence,angular,AVD,react,ciberseguridad,CSS,j2ee,ci/cd,RDF,Jenkins,ASP NET MVC,formacion,KPI,c nist,api rest,windows,IAM,office 365,python,net,Microstrategy,Kanban,TACL,Spark,Liferay,Opentrack,avro,Javascript
Helpdesk 24*7,https://www.tecnoempleo.com/helpdesk-24-7-pss/soporte-scala-rest-excel-active-directory-helpdesk-ticke/rf-fa4113f20241338e8d45,2025-02-14 10:03:07,14/02/2025Actualizada,100% En remoto,,Helpdesk,Jornada completa,1 año,Indefinido,,No especificado,No especificado,No especificado,,Catalán (Alto),FP1,Empleado,318,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Business Analyst DATA CLOUD,https://www.tecnoempleo.com/business-analyst-data-cloud-cmv-consultores/data-cloud/rf-21011fb392f203874242,2025-02-14 10:03:07,14/02/2025Actualizada,Madrid(Híbrido),,Analista,Jornada completa,3 años,Indefinido,45.000 € - 54.000 € Bruto/año,No especificado,No especificado,No especificado,,Inglés (Alto),FP2/Grado Superior,Especialista,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Consultor/a Gestión de identidades,https://www.tecnoempleo.com/consultor-gestion-identidades-cmv-consultores/iam-pam-one-identity-safegua/rf-24191251a2afd34ac544,2025-02-14 10:03:07,14/02/2025Actualizada,Madrid(Híbrido),,Consultor,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,Inglés (Alto),FP2/Grado Superior,Especialista,9,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Técnico/a sistemas HP Nonstop,https://www.tecnoempleo.com/tecnico-sistemas-hp-nonstop-cmv-consultores/sql-c-nist-hp-nonstop/rf-e23315c412ccd3f0d843,2025-02-14 10:03:07,14/02/2025Actualizada,Barcelona(Presencial),,Técnico de Sistemas,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Especialista,1,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Data Engineer (Azure),https://www.tecnoempleo.com/data-engineer-azure-cas-training/databricks-azure-synapse-datafactory-sql/rf-5a3813c5a2135390fb4e,2025-02-14 10:03:07,14/02/2025Actualizada,100% En remoto,,Analista,Jornada completa,3 años,Indefinido,33.000 € - 36.000 € Bruto/año,No especificado,No especificado,No especificado,,Inglés (Alto),"Otros títulos, certificaciones y carnets",Empleado,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Analista Java Spring Batch,https://www.tecnoempleo.com/analista-java-spring-batch-digital-talent-agency/java-git-spring-scrum-clo/rf-881e15baa23653728443,2025-02-14 10:03:08,14/02/2025Actualizada,100% En remoto,País Puesto,Analista,Jornada completa,3 años,Indefinido,,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Especialista,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ingeniero/a JAVA-PYTHON. Experiencia IA,https://www.tecnoempleo.com/ingeniero-java-python-experiencia-ia-digital-talen/java-python-typescript-/rf-b6fa1b9df2bb33ba0c48,2025-02-14 10:03:08,14/02/2025Actualizada,100% En remoto,País Puesto,Analista Programador,Jornada completa,3-5 años,Indefinido,36.000 € - 60.000 € Bruto/año,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Especialista,15,,,,,,,,,,,,,,,,,,,,No especificado,No especificado,,,,,,,,,,No especificado,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"Desarrollador/a JAVA +11, SQL, GIT, SQL",https://www.tecnoempleo.com/desarrollador-java-11-sql-git-sql-digital-talent-a/java-j2ee-spring-sql-gi/rf-182d1bde629d83eebd41,2025-02-14 10:03:08,14/02/2025Actualizada,100% En remoto,País Puesto,Programador,Jornada completa,3-5 años,Indefinido,36.000 € - 45.000 € Bruto/año,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Empleado,21,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Desarrollador/a Backend Java Spring,https://www.tecnoempleo.com/desarrollador-backend-java-spring-digital-talent-a/java-spring-api-jira-ag/rf-252e1513926bb323cb44,2025-02-14 10:03:08,14/02/2025Actualizada,100% En remoto,País Puesto,Programador,Jornada completa,1 año,Indefinido,24.000 € - 33.000 € Bruto/año,No especificado,No especificado,No especificado,,,FP2/Grado Superior,Especialista,38,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BackEnd Developers Java,https://www.tecnoempleo.com/backend-developers-java-bcnc-group/java-scrum-spring-framework-jira-conflu/rf-02061e855228e3409847,2025-02-14 10:03:08,14/02/2025Actualizada,100% En remoto,,Analista Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,Inglés (Medio),Ingeniero Técnico,Empleado,483,,,,,,5,Flexibilidad Horaria,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desarrollador Backend Java (100% remoto),https://www.tecnoempleo.com/desarrollador-backend-java-100-remoto-bcnc-group/java-ddd-spring-openapi-a/rf-dac616608239133a6d41,2025-02-14 10:03:09,14/02/2025Actualizada,100% En remoto,España,Analista Programador,Jornada completa,Más de 5 años,Indefinido,,No especificado,No especificado,No especificado,,Español (Excelente),Ingeniero Superior,Empleado,223,,,,,,2,"Guardería, Restaurante, Transporte, Formación",,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Api Design/Support Engineer,https://www.tecnoempleo.com/api-design-support-engineer-bcnc-group/api-rest-swagger-openapi-tcp-ip-red/rf-5b9918dfc2df4344c84f,2025-02-14 10:03:09,14/02/2025Actualizada,100% En remoto,España,Analista Programador,Jornada completa,2 años,Indefinido,,No especificado,No especificado,No especificado,,Inglés (Alto),Ingeniero Superior,Empleado,16,,,,,,,"Retribución flexible, remoto, formación.",,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Jefe/a de proyecto JAVA y/o .NET,https://www.tecnoempleo.com/jefe-proyecto-java-y-o-net-digital-talent-agency/java-net-itil-scrum-pmp/rf-5eb5162fe240039a9f4a,2025-02-14 10:03:09,14/02/2025Actualizada,Madrid(Híbrido),País Puesto,Jefe de Proyecto,Jornada completa,Más de 5 años,Indefinido,36.000 € - 48.000 € Bruto/año,No especificado,No especificado,No especificado,,,Grado EEES (Bolonia),Especialista,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Coordinador/a Proyectos-Servicios Java,https://www.tecnoempleo.com/coordinador-proyectos-servicios-java-digital-talen/java-sql-aws-git-api-ji/rf-2311108812a9930b4842,2025-02-14 10:03:09,14/02/2025Actualizada,A Coruña(Híbrido),España,Jefe de Equipo,Jornada completa,Más de 5 años,Indefinido,39.000 € - 60.000 € Bruto/año,No especificado,No especificado,No especificado,,,Ingeniero Técnico,Especialista,1,,"Lugo, Ourense y Pontevedra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Técnico/a de redes N1,https://www.tecnoempleo.com/tecnico-redes-n1-cas-training/redes-cisco-vpn/rf-d9531d5b426533364e42,2025-02-14 10:03:10,14/02/2025Actualizada,Madrid(Presencial),,Redes,Jornada completa,2 años,Indefinido,21.000 € - 24.000 € Bruto/año,No especificado,No especificado,No especificado,,Inglés (Medio),"Otros títulos, certificaciones y carnets",Empleado,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Técnico/a de Sistemas - HP Nonstop,https://www.tecnoempleo.com/tecnico-sistemas-hp-nonstop-arelance/hp-nonstop-ongoing-shadowbase-rdf-sql/rf-3d3e1d31f26513067446,2025-02-14 10:03:10,14/02/2025Actualizada,Barcelona(Híbrido),España,Administrador,Jornada completa,2 años,Indefinido,24.000 € - 30.000 € Bruto/año,No especificado,No especificado,No especificado,,,Grado Medio,Empleado,5,,"Girona, Lleida y Tarragona",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Desarrollador React + Node.js. Inglés alto,https://www.tecnoempleo.com/desarrollador-react-nodejs-ingles-alto-second-wind/react-node-html-css/rf-01481544d219c3a4d64a,2025-02-14 10:03:10,14/02/2025Actualizada,Madrid- España,,Programador,Jornada completa,3-5 años,Indefinido,,No especificado,No especificado,No especificado,,,Grado Medio,Empleado,7,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Java Developer. Inglés C1,https://www.tecnoempleo.com/java-developer-ingles-c1-second-window/java-aws-angular-react-git-api-jenk/rf-de0e14361206338f8342,2025-02-14 10:03:10,14/02/2025Actualizada,100% En remoto,España,Analista Programador,Jornada completa,3-5 años,Indefinido,33.000 € - 45.000 € Bruto/año,No especificado,No especificado,No especificado,,Inglés (Alto),FP2/Grado Superior,Empleado,14,,,,,,,,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Desarrollo Software vb.net y sqlserver,https://www.tecnoempleo.com/desarrollo-software-vbnet-sqlserver-qsm/sql-net-sql-server/rf-6c7819b8a24cd34e8a49,2025-02-14 10:03:10,14/02/2025Actualizada,100% En remoto,,Analista Programador,Jornada completa,1 año,Indefinido,21.000 € - 24.000 € Bruto/año,No especificado,No especificado,No especificado,,,Ingeniero Técnico,Empleado,19,,,,,,,teletrabajo,,,,,,,,,,,,,,,,,,,No especificado,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
